head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action
"['164.0', '82.66666666666666', '1']","['163.33333333333331', '114.0', '1']","['196.66666666666666', '118.66666666666666', '0']","['162.66666666666666', '151.33333333333331', '1']","['191.33333333333331', '137.33333333333331', '0']","['164.66666666666666', '180.66666666666666', '1']","['195.33333333333331', '160.0', '0']","['173.33333333333331', '185.33333333333331', '1']","['142.0', '184.0', '1']","['190.0', '221.33333333333331', '1']","['143.33333333333331', '219.33333333333331', '1']","['203.33333333333331', '261.3333333333333', '1']","['134.66666666666666', '264.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['108.0', '54.0', '1']","['117.0', '81.0', '1']","['79.5', '75.0', '1']","['127.5', '106.5', '1']","['132.0', '105.0', '0']","['127.5', '84.0', '0']","['121.5', '114.0', '0']","['118.5', '144.0', '1']","['85.5', '142.5', '1']","['117.0', '193.5', '1']","['84.0', '195.0', '1']","['115.5', '232.5', '1']","['76.5', '237.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['284.66666666666663', '53.33333333333333', '1']","['272.66666666666663', '85.33333333333333', '1']","['309.3333333333333', '68.0', '0']","['269.3333333333333', '125.33333333333333', '1']","['341.3333333333333', '114.0', '1']","['293.3333333333333', '98.66666666666666', '1']","['320.66666666666663', '84.66666666666666', '1']","['271.3333333333333', '141.33333333333331', '1']","['305.3333333333333', '139.33333333333331', '1']","['274.0', '195.33333333333331', '1']","['302.66666666666663', '191.33333333333331', '1']","['260.66666666666663', '250.0', '1']","['312.66666666666663', '256.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['212.66666666666666', '54.0', '1']","['208.0', '77.33333333333333', '1']","['190.66666666666666', '67.33333333333333', '1']","['224.0', '102.0', '1']","['222.0', '98.66666666666666', '0']","['230.0', '82.0', '1']","['230.0', '80.0', '0']","['182.0', '120.0', '1']","['168.0', '116.0', '1']","['197.33333333333331', '163.33333333333331', '1']","['186.66666666666666', '164.0', '1']","['192.0', '200.66666666666666', '1']","['180.66666666666666', '201.33333333333331', '1']",baseball_pitch
,,,,,,,,,,,,,
"['220.66666666666666', '46.0', '1']","['214.0', '62.0', '1']","['214.66666666666666', '60.666666666666664', '0']","['227.33333333333331', '85.33333333333333', '1']","['226.66666666666666', '83.33333333333333', '0']","['238.0', '66.0', '1']","['237.33333333333331', '65.33333333333333', '0']","['194.66666666666666', '100.0', '1']","['210.0', '101.33333333333333', '0']","['211.33333333333331', '134.0', '1']","['215.33333333333331', '134.66666666666666', '0']","['206.0', '178.0', '1']","['214.66666666666666', '170.66666666666666', '0']",baseball_pitch
,,,,,,,,,,,,,
"['277.3333333333333', '85.33333333333333', '1']","['268.66666666666663', '109.33333333333333', '1']","['296.0', '123.33333333333333', '0']","['286.66666666666663', '135.33333333333331', '1']","['238.66666666666666', '146.0', '0']","['298.66666666666663', '120.0', '1']","['233.33333333333331', '181.33333333333331', '0']","['240.66666666666666', '154.0', '1']","['235.33333333333331', '155.33333333333331', '0']","['262.0', '205.33333333333331', '1']","['263.3333333333333', '207.33333333333331', '0']","['250.0', '254.66666666666666', '1']","['250.0', '252.0', '0']",baseball_pitch
,,,,,,,,,,,,,
"['378.0', '56.0', '1']","['389.3333333333333', '75.33333333333333', '0']","['380.66666666666663', '82.0', '1']","['362.66666666666663', '116.0', '0']","['370.0', '106.0', '1']","['360.0', '97.33333333333333', '0']","['356.0', '91.33333333333333', '1']","['384.0', '130.66666666666666', '0']","['393.3333333333333', '129.33333333333331', '1']","['378.66666666666663', '177.33333333333331', '0']","['400.0', '180.66666666666666', '1']","['382.66666666666663', '224.0', '1']","['412.0', '228.66666666666666', '1']",baseball_pitch
,,,,,,,,,,,,,
"['228.0', '62.666666666666664', '1']","['212.0', '76.66666666666666', '1']","['250.66666666666666', '78.66666666666666', '1']","['207.33333333333331', '93.33333333333333', '1']","['251.33333333333331', '105.33333333333333', '1']","['221.33333333333331', '74.66666666666666', '1']","['236.66666666666666', '87.33333333333333', '1']","['219.33333333333331', '128.66666666666666', '1']","['251.33333333333331', '127.33333333333333', '1']","['221.33333333333331', '172.0', '1']","['246.66666666666666', '172.66666666666666', '1']","['221.33333333333331', '215.33333333333331', '1']","['253.33333333333331', '218.66666666666666', '1']",baseball_pitch
,,,,,,,,,,,,,
"['320.66666666666663', '67.33333333333333', '1']","['340.0', '90.66666666666666', '0']","['320.66666666666663', '86.0', '1']","['350.0', '111.33333333333333', '0']","['311.3333333333333', '106.66666666666666', '1']","['351.3333333333333', '138.0', '0']","['302.66666666666663', '91.33333333333333', '1']","['356.0', '126.0', '0']","['341.3333333333333', '122.66666666666666', '1']","['346.66666666666663', '160.66666666666666', '1']","['334.0', '156.0', '1']","['345.3333333333333', '199.33333333333331', '1']","['334.66666666666663', '203.33333333333331', '1']",baseball_pitch
,,,,,,,,,,,,,
"['247.5', '65.25', '1']","['225.75', '95.25', '1']","['255.0', '89.25', '1']","['230.25', '123.75', '1']","['261.75', '126.0', '1']","['249.75', '105.75', '1']","['267.75', '111.0', '1']","['227.25', '142.5', '1']","['254.25', '137.25', '1']","['235.5', '195.0', '1']","['256.5', '189.0', '1']","['227.25', '237.75', '1']","['256.5', '227.25', '1']",baseball_pitch
,,,,,,,,,,,,,
"['192.0', '74.25', '1']","['213.0', '102.75', '1']","['168.0', '105.75', '1']","['222.0', '148.5', '1']","['158.25', '148.5', '0']","['222.0', '140.25', '0']","['161.25', '137.25', '0']","['208.5', '167.25', '1']","['164.25', '167.25', '1']","['202.5', '254.25', '1']","['176.25', '254.25', '1']","['203.25', '315.0', '1']","['180.0', '317.25', '1']",baseball_pitch
,,,,,,,,,,,,,
"['169.5', '108.75', '1']","['164.25', '134.25', '1']","['171.75', '147.75', '0']","['178.5', '164.25', '1']","['186.0', '166.5', '0']","['195.75', '141.75', '1']","['204.0', '153.0', '1']","['147.75', '207.75', '1']","['171.0', '208.5', '0']","['162.0', '246.75', '1']","['175.5', '246.75', '0']","['156.75', '297.0', '1']","['163.5', '293.25', '0']",baseball_pitch
,,,,,,,,,,,,,
"['292.5', '65.25', '1']","['285.75', '97.5', '0']","['312.0', '96.75', '1']","['272.25', '129.75', '1']","['309.0', '127.5', '1']","['294.0', '105.75', '0']","['282.75', '117.75', '1']","['289.5', '168.0', '1']","['315.0', '157.5', '1']","['293.25', '200.25', '1']","['312.0', '202.5', '1']","['294.0', '242.25', '1']","['312.0', '246.75', '1']",baseball_pitch
,,,,,,,,,,,,,
"['206.66666666666666', '64.66666666666666', '1']","['183.33333333333331', '89.33333333333333', '1']","['221.33333333333331', '83.33333333333333', '1']","['190.0', '117.33333333333333', '1']","['223.33333333333331', '114.66666666666666', '1']","['204.0', '144.66666666666666', '1']","['222.0', '136.66666666666666', '1']","['189.33333333333331', '132.66666666666666', '0']","['216.0', '132.66666666666666', '0']","['194.66666666666666', '167.33333333333331', '1']","['212.0', '176.0', '1']","['196.0', '215.33333333333331', '1']","['206.66666666666666', '206.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['262.0', '23.333333333333332', '1']","['250.66666666666666', '42.0', '1']","['278.0', '52.0', '1']","['254.66666666666666', '139.33333333333331', '0']","['267.3333333333333', '77.33333333333333', '1']","['220.66666666666666', '76.0', '0']","['242.0', '62.666666666666664', '1']","['250.66666666666666', '110.66666666666666', '1']","['274.66666666666663', '111.33333333333333', '1']","['237.33333333333331', '157.33333333333331', '0']","['276.66666666666663', '167.33333333333331', '1']","['242.66666666666666', '204.66666666666666', '1']","['277.3333333333333', '217.33333333333331', '1']",baseball_pitch
,,,,,,,,,,,,,
"['244.0', '58.666666666666664', '1']","['254.0', '86.66666666666666', '0']","['264.0', '83.33333333333333', '1']","['213.33333333333331', '104.0', '1']","['256.0', '116.66666666666666', '1']","['273.3333333333333', '169.33333333333331', '0']","['238.66666666666666', '100.66666666666666', '1']","['228.0', '142.66666666666666', '1']","['248.66666666666666', '143.33333333333331', '1']","['228.66666666666666', '188.66666666666666', '1']","['256.0', '187.33333333333331', '1']","['232.0', '230.0', '1']","['266.0', '226.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['256.0', '29.333333333333332', '1']","['268.66666666666663', '66.0', '0']","['274.0', '50.0', '1']","['217.33333333333331', '68.0', '1']","['268.66666666666663', '82.0', '1']","['227.33333333333331', '52.666666666666664', '1']","['247.33333333333331', '62.666666666666664', '1']","['235.33333333333331', '108.0', '1']","['269.3333333333333', '108.66666666666666', '1']","['236.0', '164.66666666666666', '1']","['268.66666666666663', '166.66666666666666', '1']","['230.66666666666666', '214.66666666666666', '1']","['278.66666666666663', '218.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['195.33333333333331', '25.333333333333332', '1']","['216.0', '58.0', '1']","['171.33333333333331', '57.33333333333333', '1']","['228.0', '90.66666666666666', '1']","['165.33333333333331', '93.33333333333333', '0']","['223.33333333333331', '116.66666666666666', '0']","['212.0', '80.0', '0']","['210.0', '123.33333333333333', '1']","['171.33333333333331', '124.66666666666666', '1']","['202.66666666666666', '186.66666666666666', '1']","['174.66666666666666', '185.33333333333331', '1']","['198.0', '233.33333333333331', '1']","['170.66666666666666', '230.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['157.33333333333331', '46.0', '1']","['123.33333333333333', '62.666666666666664', '0']","['172.0', '74.66666666666666', '1']","['86.0', '84.66666666666666', '1']","['156.66666666666666', '114.0', '1']","['109.33333333333333', '65.33333333333333', '1']","['134.0', '74.0', '1']","['110.66666666666666', '149.33333333333331', '1']","['160.66666666666666', '152.0', '1']","['105.33333333333333', '204.0', '1']","['160.0', '214.0', '1']","['95.33333333333333', '259.3333333333333', '1']","['168.0', '268.66666666666663', '1']",baseball_pitch
,,,,,,,,,,,,,
"['225.33333333333331', '39.33333333333333', '1']","['204.0', '71.33333333333333', '1']","['254.66666666666666', '64.66666666666666', '1']","['190.66666666666666', '106.0', '1']","['256.0', '108.66666666666666', '1']","['201.33333333333331', '83.33333333333333', '0']","['230.0', '92.0', '1']","['212.66666666666666', '142.0', '1']","['254.66666666666666', '153.33333333333331', '1']","['208.0', '203.33333333333331', '1']","['259.3333333333333', '209.33333333333331', '1']","['206.66666666666666', '250.0', '1']","['269.3333333333333', '250.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['116.0', '13.333333333333332', '1']","['137.33333333333331', '46.666666666666664', '1']","['92.0', '48.0', '1']","['154.0', '80.0', '1']","['136.0', '85.33333333333333', '0']","['153.33333333333331', '51.33333333333333', '0']","['111.33333333333333', '84.0', '0']","['132.0', '122.0', '1']","['92.66666666666666', '112.0', '1']","['132.66666666666666', '179.33333333333331', '1']","['101.33333333333333', '182.0', '1']","['128.66666666666666', '239.33333333333331', '1']","['94.0', '234.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['204.0', '57.0', '1']","['177.0', '80.25', '1']","['211.5', '83.25', '1']","['196.5', '122.25', '1']","['225.0', '124.5', '1']","['219.0', '97.5', '1']","['233.25', '105.0', '1']","['180.75', '166.5', '1']","['213.0', '165.0', '1']","['196.5', '221.25', '1']","['216.0', '216.75', '1']","['181.5', '278.25', '1']","['224.25', '262.5', '1']",baseball_pitch
,,,,,,,,,,,,,
"['165.33333333333331', '36.666666666666664', '1']","['174.0', '64.0', '1']","['142.66666666666666', '66.0', '1']","['195.33333333333331', '104.66666666666666', '1']","['168.0', '110.66666666666666', '0']","['166.0', '86.66666666666666', '0']","['174.0', '112.66666666666666', '0']","['168.66666666666666', '154.66666666666666', '1']","['142.0', '142.66666666666666', '1']","['168.66666666666666', '210.0', '1']","['149.33333333333331', '206.66666666666666', '1']","['164.0', '265.3333333333333', '1']","['148.66666666666666', '262.66666666666663', '1']",baseball_pitch
,,,,,,,,,,,,,
"['232.5', '42.75', '1']","['221.25', '68.25', '1']","['255.75', '63.75', '1']","['213.0', '96.0', '1']","['264.0', '93.0', '1']","['221.25', '99.0', '1']","['251.25', '87.0', '1']","['227.25', '120.0', '1']","['257.25', '118.5', '1']","['228.0', '170.25', '1']","['255.75', '165.75', '1']","['232.5', '206.25', '1']","['255.75', '210.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['151.33333333333331', '55.33333333333333', '1']","['138.66666666666666', '70.66666666666666', '1']","['166.0', '72.66666666666666', '1']","['136.66666666666666', '84.66666666666666', '1']","['164.66666666666666', '91.33333333333333', '1']","['151.33333333333331', '72.0', '0']","['159.33333333333331', '79.33333333333333', '1']","['142.66666666666666', '118.0', '1']","['160.66666666666666', '117.33333333333333', '1']","['143.33333333333331', '152.66666666666666', '1']","['164.66666666666666', '146.66666666666666', '1']","['139.33333333333331', '183.33333333333331', '1']","['169.33333333333331', '183.33333333333331', '1']",baseball_pitch
,,,,,,,,,,,,,
"['165.33333333333331', '40.666666666666664', '1']","['181.33333333333331', '64.0', '1']","['139.33333333333331', '69.33333333333333', '1']","['189.33333333333331', '98.0', '1']","['136.0', '101.33333333333333', '0']","['182.66666666666666', '100.0', '0']","['120.0', '100.0', '0']","['170.0', '120.66666666666666', '1']","['141.33333333333331', '128.0', '1']","['172.0', '190.66666666666666', '1']","['139.33333333333331', '188.66666666666666', '1']","['176.0', '242.0', '1']","['130.66666666666666', '241.33333333333331', '1']",baseball_pitch
,,,,,,,,,,,,,
"['231.33333333333331', '69.33333333333333', '1']","['207.33333333333331', '82.0', '1']","['240.66666666666666', '80.66666666666666', '1']","['196.66666666666666', '110.66666666666666', '1']","['249.33333333333331', '114.66666666666666', '1']","['209.33333333333331', '104.66666666666666', '0']","['234.66666666666666', '108.0', '1']","['211.33333333333331', '126.0', '1']","['238.66666666666666', '126.66666666666666', '1']","['216.66666666666666', '178.66666666666666', '1']","['236.0', '176.66666666666666', '1']","['218.0', '216.66666666666666', '1']","['240.0', '222.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['283.3333333333333', '20.666666666666664', '1']","['270.0', '56.666666666666664', '1']","['234.66666666666666', '130.0', '0']","['270.0', '101.33333333333333', '1']","['287.3333333333333', '110.66666666666666', '0']","['299.3333333333333', '90.66666666666666', '1']","['296.66666666666663', '122.0', '0']","['259.3333333333333', '126.0', '1']","['285.3333333333333', '129.33333333333331', '1']","['268.66666666666663', '201.33333333333331', '1']","['292.0', '192.0', '1']","['256.0', '258.0', '1']","['283.3333333333333', '256.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['270.66666666666663', '65.33333333333333', '1']","['258.0', '93.33333333333333', '0']","['287.3333333333333', '91.33333333333333', '1']","['244.0', '115.33333333333333', '1']","['291.3333333333333', '120.66666666666666', '1']","['284.66666666666663', '162.66666666666666', '0']","['271.3333333333333', '114.0', '1']","['258.66666666666663', '153.33333333333331', '1']","['281.3333333333333', '156.66666666666666', '1']","['255.33333333333331', '188.66666666666666', '1']","['281.3333333333333', '191.33333333333331', '1']","['256.0', '224.66666666666666', '1']","['283.3333333333333', '225.33333333333331', '1']",baseball_pitch
,,,,,,,,,,,,,
"['244.66666666666666', '46.666666666666664', '1']","['238.66666666666666', '68.66666666666666', '0']","['256.0', '67.33333333333333', '1']","['225.33333333333331', '92.0', '1']","['248.66666666666666', '92.0', '1']","['218.0', '79.33333333333333', '0']","['226.66666666666666', '78.0', '1']","['236.66666666666666', '122.0', '0']","['256.66666666666663', '114.66666666666666', '1']","['236.0', '159.33333333333331', '1']","['250.0', '161.33333333333331', '1']","['238.66666666666666', '204.0', '1']","['260.0', '204.0', '1']",baseball_pitch
,,,,,,,,,,,,,
"['276.0', '53.33333333333333', '1']","['264.0', '74.0', '1']","['284.0', '72.66666666666666', '1']","['260.66666666666663', '105.33333333333333', '1']","['287.3333333333333', '102.66666666666666', '1']","['282.66666666666663', '121.33333333333333', '1']","['232.66666666666666', '92.66666666666666', '0']","['262.0', '128.0', '1']","['280.0', '151.33333333333331', '0']","['264.0', '173.33333333333331', '1']","['296.0', '168.0', '1']","['255.33333333333331', '216.66666666666666', '1']","['283.3333333333333', '202.0', '1']",baseball_pitch
