head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action
"['168.0', '73.5', '1']","['122.25', '85.5', '0']","['186.0', '108.75', '1']","['97.5', '96.0', '1']","['161.25', '126.75', '1']","['123.0', '93.75', '1']","['138.75', '106.5', '1']","['133.5', '176.25', '1']","['175.5', '178.5', '1']","['123.0', '232.5', '1']","['192.75', '233.25', '1']","['109.5', '286.5', '1']","['207.0', '285.0', '1']",4
"['196.0', '69.33333333333333', '1']","['179.33333333333331', '86.66666666666666', '1']","['212.0', '87.33333333333333', '1']","['159.33333333333331', '100.0', '1']","['204.0', '102.0', '1']","['170.0', '94.0', '1']","['179.33333333333331', '102.66666666666666', '1']","['182.66666666666666', '131.33333333333331', '1']","['212.66666666666666', '123.33333333333333', '1']","['179.33333333333331', '160.0', '1']","['220.66666666666666', '161.33333333333331', '1']","['170.66666666666666', '188.66666666666666', '1']","['233.33333333333331', '186.0', '1']",4
"['199.33333333333331', '63.33333333333333', '1']","['174.0', '84.66666666666666', '0']","['210.66666666666666', '91.33333333333333', '1']","['148.66666666666666', '100.66666666666666', '1']","['190.66666666666666', '112.0', '1']","['159.33333333333331', '88.0', '1']","['169.33333333333331', '91.33333333333333', '1']","['179.33333333333331', '154.66666666666666', '1']","['206.0', '149.33333333333331', '1']","['178.66666666666666', '196.66666666666666', '1']","['225.33333333333331', '195.33333333333331', '1']","['176.0', '226.66666666666666', '1']","['238.66666666666666', '224.66666666666666', '1']",4
"['235.025', '97.43125', '1']","['221.63750000000002', '115.28125', '1']","['250.64375', '114.53750000000001', '1']","['203.7875', '117.5125', '0']","['221.63750000000002', '132.38750000000002', '1']","['181.475', '113.79375', '0']","['188.16875000000002', '117.5125', '1']","['225.35625000000002', '196.35', '1']","['256.59375', '191.14375', '1']","['206.01875', '241.71875', '1']","['268.49375000000003', '243.20625', '1']","['205.275', '293.78125', '1']","['297.5', '295.26875', '1']",4
"['291.0', '98.25', '1']","['276.75', '108.75', '1']","['325.5', '108.75', '1']","['276.75', '125.25', '1']","['357.0', '122.25', '1']","['311.25', '105.75', '1']","['331.5', '99.75', '1']","['272.25', '191.25', '1']","['323.25', '192.75', '1']","['256.5', '246.75', '1']","['333.0', '247.5', '1']","['235.5', '291.75', '1']","['338.25', '296.25', '1']",4
"['238.66666666666666', '100.0', '1']","['232.0', '116.66666666666666', '1']","['258.66666666666663', '114.66666666666666', '1']","['230.66666666666666', '146.66666666666666', '1']","['274.66666666666663', '144.66666666666666', '1']","['246.0', '135.33333333333331', '1']","['264.66666666666663', '131.33333333333331', '1']","['231.33333333333331', '177.33333333333331', '1']","['259.3333333333333', '173.33333333333331', '1']","['222.66666666666666', '228.0', '1']","['266.66666666666663', '228.0', '1']","['214.66666666666666', '270.66666666666663', '1']","['279.3333333333333', '265.3333333333333', '1']",4
"['296.66666666666663', '66.66666666666666', '1']","['284.66666666666663', '92.66666666666666', '1']","['314.0', '85.33333333333333', '0']","['298.0', '115.33333333333333', '1']","['338.0', '110.0', '1']","['312.66666666666663', '100.0', '1']","['328.0', '95.33333333333333', '1']","['288.0', '138.0', '1']","['319.3333333333333', '138.66666666666666', '1']","['284.66666666666663', '180.66666666666666', '1']","['321.3333333333333', '176.66666666666666', '1']","['278.66666666666663', '209.33333333333331', '1']","['328.0', '216.0', '1']",4
"['211.2', '104.39999999999999', '1']","['172.79999999999998', '138.0', '1']","['220.79999999999998', '139.2', '1']","['142.79999999999998', '139.2', '1']","['208.79999999999998', '147.6', '1']","['162.0', '126.0', '1']","['174.0', '128.4', '1']","['181.2', '201.6', '1']","['213.6', '202.79999999999998', '1']","['168.0', '252.0', '1']","['232.79999999999998', '243.6', '1']","['148.79999999999998', '303.59999999999997', '1']","['260.4', '303.59999999999997', '1']",4
"['268.0', '62.666666666666664', '1']","['255.33333333333331', '87.33333333333333', '1']","['291.3333333333333', '75.33333333333333', '1']","['276.66666666666663', '101.33333333333333', '1']","['329.3333333333333', '70.0', '1']","['299.3333333333333', '78.66666666666666', '1']","['312.66666666666663', '63.33333333333333', '1']","['260.0', '143.33333333333331', '1']","['299.3333333333333', '146.66666666666666', '1']","['250.66666666666666', '191.33333333333331', '1']","['305.3333333333333', '193.33333333333331', '1']","['236.0', '223.33333333333331', '1']","['322.66666666666663', '239.33333333333331', '1']",4
"['138.0', '84.75', '1']","['128.25', '113.25', '1']","['108.0', '99.75', '1']","['157.5', '134.25', '1']","['150.75', '138.0', '0']","['151.5', '117.0', '1']","['140.25', '103.5', '0']","['95.25', '178.5', '1']","['126.0', '180.0', '1']","['111.0', '234.0', '1']","['135.0', '219.75', '1']","['88.5', '287.25', '1']","['121.5', '264.0', '1']",4
"['252.0', '100.5', '1']","['235.5', '124.5', '1']","['273.0', '124.5', '1']","['275.25', '153.0', '1']","['254.25', '149.25', '0']","['290.25', '132.0', '1']","['225.75', '148.5', '0']","['222.75', '190.5', '1']","['263.25', '200.25', '1']","['215.25', '251.25', '1']","['297.0', '241.5', '1']","['168.75', '302.25', '1']","['300.75', '286.5', '1']",4
"['220.0', '64.0', '1']","['212.66666666666666', '92.0', '1']","['256.0', '81.33333333333333', '1']","['233.33333333333331', '128.0', '1']","['287.3333333333333', '104.0', '1']","['261.3333333333333', '112.0', '1']","['275.3333333333333', '100.66666666666666', '1']","['216.0', '146.66666666666666', '1']","['256.0', '142.66666666666666', '1']","['204.0', '196.66666666666666', '1']","['256.0', '190.66666666666666', '1']","['196.0', '230.0', '1']","['260.0', '228.0', '1']",4
"['164.66666666666666', '70.0', '1']","['163.33333333333331', '98.0', '1']","['140.0', '91.33333333333333', '0']","['190.0', '109.33333333333333', '1']","['189.33333333333331', '94.0', '0']","['200.0', '86.0', '1']","['205.33333333333331', '92.0', '0']","['162.66666666666666', '162.66666666666666', '1']","['145.33333333333331', '175.33333333333331', '1']","['191.33333333333331', '209.33333333333331', '1']","['158.66666666666666', '196.66666666666666', '1']","['170.0', '257.3333333333333', '1']","['133.33333333333331', '234.0', '1']",4
"['282.75', '47.25', '1']","['270.75', '73.5', '1']","['303.0', '63.0', '1']","['280.5', '84.75', '1']","['342.0', '75.0', '1']","['306.0', '69.75', '1']","['322.5', '66.75', '1']","['273.0', '130.5', '1']","['306.75', '131.25', '1']","['261.0', '177.75', '1']","['316.5', '180.0', '1']","['242.25', '218.25', '1']","['325.5', '222.0', '1']",4
"['237.33333333333331', '69.33333333333333', '1']","['212.0', '91.33333333333333', '1']","['250.0', '90.0', '1']","['184.0', '114.0', '1']","['223.33333333333331', '108.66666666666666', '1']","['184.66666666666666', '98.66666666666666', '1']","['195.33333333333331', '99.33333333333333', '1']","['214.66666666666666', '168.66666666666666', '1']","['260.66666666666663', '166.66666666666666', '1']","['196.0', '200.0', '1']","['273.3333333333333', '200.66666666666666', '1']","['191.33333333333331', '232.66666666666666', '1']","['310.66666666666663', '233.33333333333331', '1']",4
"['201.75', '102.75', '1']","['173.25', '119.25', '0']","['217.5', '128.25', '1']","['154.5', '148.5', '1']","['213.0', '155.25', '1']","['173.25', '122.25', '1']","['188.25', '132.0', '1']","['175.5', '189.0', '1']","['214.5', '190.5', '1']","['151.5', '239.25', '1']","['237.0', '240.75', '1']","['155.25', '274.5', '1']","['249.75', '278.25', '1']",4
"['270.0', '109.5', '1']","['260.25', '120.0', '1']","['281.25', '120.0', '1']","['263.25', '124.5', '1']","['294.75', '121.5', '1']","['275.25', '113.25', '1']","['282.75', '111.75', '1']","['259.5', '156.0', '1']","['276.75', '153.75', '1']","['249.0', '174.75', '1']","['279.75', '177.0', '1']","['237.75', '192.75', '1']","['282.75', '197.25', '1']",4
"['219.33333333333331', '67.33333333333333', '1']","['204.66666666666666', '92.66666666666666', '1']","['239.33333333333331', '88.66666666666666', '1']","['215.33333333333331', '108.66666666666666', '1']","['259.3333333333333', '85.33333333333333', '1']","['230.0', '87.33333333333333', '1']","['238.0', '73.33333333333333', '1']","['208.66666666666666', '146.0', '1']","['246.0', '145.33333333333331', '1']","['196.66666666666666', '184.66666666666666', '1']","['245.33333333333331', '180.0', '1']","['188.66666666666666', '213.33333333333331', '1']","['261.3333333333333', '218.66666666666666', '1']",4
"['226.66666666666666', '36.0', '1']","['214.0', '55.33333333333333', '1']","['249.33333333333331', '54.0', '0']","['231.33333333333331', '78.0', '1']","['284.66666666666663', '74.66666666666666', '1']","['254.0', '54.666666666666664', '1']","['271.3333333333333', '49.33333333333333', '1']","['209.33333333333331', '124.0', '1']","['250.0', '124.66666666666666', '1']","['207.33333333333331', '184.66666666666666', '1']","['265.3333333333333', '180.0', '1']","['182.66666666666666', '229.33333333333331', '1']","['246.66666666666666', '211.33333333333331', '1']",4
"['278.66666666666663', '26.0', '1']","['302.0', '55.33333333333333', '1']","['260.66666666666663', '54.0', '1']","['313.3333333333333', '70.0', '1']","['256.0', '77.33333333333333', '0']","['305.3333333333333', '46.666666666666664', '0']","['235.33333333333331', '74.66666666666666', '0']","['300.0', '121.33333333333333', '1']","['260.0', '124.0', '1']","['310.0', '170.66666666666666', '1']","['246.0', '172.66666666666666', '1']","['328.66666666666663', '210.66666666666666', '1']","['234.0', '218.66666666666666', '1']",4
"['296.66666666666663', '30.0', '1']","['289.3333333333333', '60.666666666666664', '1']","['260.0', '59.33333333333333', '0']","['290.0', '79.33333333333333', '1']","['332.66666666666663', '84.0', '1']","['316.0', '56.0', '1']","['338.66666666666663', '62.666666666666664', '1']","['267.3333333333333', '138.0', '1']","['238.66666666666666', '136.0', '0']","['302.66666666666663', '205.33333333333331', '1']","['266.66666666666663', '203.33333333333331', '1']","['278.66666666666663', '256.0', '1']","['251.33333333333331', '250.66666666666666', '1']",4
"['194.4', '108.0', '1']","['163.2', '124.8', '1']","['211.2', '133.2', '1']","['121.19999999999999', '151.2', '0']","['177.6', '158.4', '1']","['243.6', '158.4', '0']","['148.79999999999998', '141.6', '1']","['159.6', '194.4', '1']","['208.79999999999998', '199.2', '1']","['141.6', '255.6', '1']","['226.79999999999998', '254.39999999999998', '1']","['122.39999999999999', '307.2', '1']","['248.39999999999998', '309.59999999999997', '1']",4
"['261.3333333333333', '123.33333333333333', '1']","['240.0', '134.0', '0']","['273.3333333333333', '141.33333333333331', '1']","['219.33333333333331', '130.0', '1']","['266.66666666666663', '159.33333333333331', '1']","['237.33333333333331', '128.66666666666666', '1']","['244.0', '142.0', '1']","['245.33333333333331', '178.66666666666666', '1']","['276.0', '179.33333333333331', '1']","['228.66666666666666', '210.0', '1']","['287.3333333333333', '215.33333333333331', '1']","['220.66666666666666', '238.66666666666666', '1']","['302.66666666666663', '240.0', '1']",4
"['249.0', '121.5', '1']","['219.0', '145.5', '1']","['264.0', '138.75', '1']","['202.5', '140.25', '1']","['258.75', '144.75', '1']","['226.5', '125.25', '1']","['240.0', '130.5', '1']","['227.25', '200.25', '1']","['256.5', '201.75', '1']","['223.5', '234.0', '1']","['267.75', '235.5', '1']","['212.25', '276.75', '1']","['289.5', '276.0', '1']",4
"['145.2', '109.2', '1']","['114.0', '124.8', '1']","['147.6', '132.0', '1']","['90.0', '117.6', '1']","['133.2', '138.0', '1']","['105.6', '103.2', '1']","['117.6', '116.39999999999999', '1']","['111.6', '182.4', '1']","['144.0', '181.2', '1']","['104.39999999999999', '242.39999999999998', '1']","['160.79999999999998', '242.39999999999998', '1']","['91.2', '280.8', '1']","['178.79999999999998', '270.0', '1']",4
"['226.5', '83.25', '1']","['204.75', '100.5', '1']","['245.25', '104.25', '1']","['177.0', '99.0', '1']","['221.25', '97.5', '1']","['188.25', '69.75', '1']","['201.0', '73.5', '1']","['209.25', '183.0', '1']","['257.25', '178.5', '1']","['196.5', '227.25', '1']","['268.5', '225.75', '1']","['195.0', '271.5', '1']","['294.75', '266.25', '1']",4
"['286.5', '105.0', '1']","['282.75', '118.5', '1']","['321.0', '113.25', '1']","['311.25', '140.25', '1']","['362.25', '123.0', '1']","['336.75', '111.0', '1']","['351.0', '108.75', '1']","['279.75', '198.0', '1']","['318.0', '192.0', '1']","['257.25', '252.0', '1']","['336.0', '253.5', '1']","['240.75', '294.75', '1']","['355.5', '295.5', '1']",4
"['302.0', '58.0', '1']","['292.0', '81.33333333333333', '1']","['331.3333333333333', '78.66666666666666', '0']","['291.3333333333333', '96.66666666666666', '1']","['350.0', '92.0', '1']","['312.66666666666663', '82.66666666666666', '1']","['328.66666666666663', '76.66666666666666', '1']","['294.0', '129.33333333333331', '1']","['326.0', '133.33333333333331', '1']","['276.66666666666663', '167.33333333333331', '1']","['326.66666666666663', '167.33333333333331', '1']","['268.0', '202.0', '1']","['348.0', '204.0', '1']",4
"['177.0', '76.5', '1']","['162.75', '91.5', '1']","['191.25', '99.75', '1']","['131.25', '97.5', '1']","['173.25', '114.75', '1']","['143.25', '89.25', '0']","['153.75', '95.25', '1']","['157.5', '148.5', '1']","['187.5', '150.0', '1']","['144.75', '186.0', '1']","['199.5', '189.0', '1']","['130.5', '218.25', '1']","['208.5', '213.75', '1']",4
"['332.66666666666663', '74.0', '1']","['316.66666666666663', '90.0', '1']","['356.66666666666663', '87.33333333333333', '0']","['331.3333333333333', '115.33333333333333', '1']","['388.66666666666663', '106.66666666666666', '1']","['356.66666666666663', '100.0', '1']","['374.0', '92.66666666666666', '1']","['313.3333333333333', '160.66666666666666', '1']","['356.0', '166.66666666666666', '1']","['301.3333333333333', '215.33333333333331', '1']","['355.3333333333333', '216.0', '1']","['280.66666666666663', '268.66666666666663', '1']","['365.3333333333333', '266.66666666666663', '1']",4
"['195.0', '141.0', '1']","['196.5', '159.75', '1']","['0.75', '0.75', '0']","['181.5', '133.5', '1']","['237.0', '122.25', '1']","['176.25', '98.25', '1']","['240.0', '93.75', '1']","['233.25', '162.75', '1']","['260.25', '147.0', '1']","['252.0', '189.75', '1']","['306.0', '168.75', '1']","['249.0', '243.0', '1']","['0.75', '0.75', '0']",8
"['215.25', '150.75', '1']","['211.5', '171.75', '1']","['0.75', '0.75', '0']","['196.5', '132.75', '1']","['280.5', '131.25', '1']","['184.5', '102.75', '1']","['276.75', '104.25', '1']","['270.75', '168.75', '1']","['0.75', '0.75', '0']","['335.25', '171.0', '1']","['384.0', '165.75', '1']","['343.5', '244.5', '1']","['397.5', '220.5', '1']",8
"['0.75', '0.75', '0']","['0.75', '0.75', '0']","['282.75', '140.25', '1']","['215.25', '103.5', '1']","['297.75', '110.25', '1']","['209.25', '74.25', '1']","['306.0', '70.5', '1']","['196.5', '133.5', '1']","['229.5', '147.0', '1']","['129.0', '168.0', '1']","['204.0', '180.0', '1']","['123.0', '238.5', '1']","['225.75', '267.0', '1']",8
