head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action
"['194.66666666666666', '118.0', '1']","['210.0', '148.0', '1']","['179.33333333333331', '142.66666666666666', '1']","['212.66666666666666', '176.0', '1']","['245.33333333333331', '130.0', '0']","['247.33333333333331', '172.0', '0']","['237.33333333333331', '146.66666666666666', '0']","['202.0', '198.0', '1']","['169.33333333333331', '200.0', '1']","['224.0', '222.0', '1']","['164.66666666666666', '225.33333333333331', '1']","['225.33333333333331', '262.66666666666663', '1']","['142.66666666666666', '254.66666666666666', '1']",7
"['275.25', '60.75', '1']","['303.75', '73.5', '0']","['277.5', '78.75', '1']","['270.0', '114.0', '0']","['268.5', '104.25', '1']","['330.75', '82.5', '0']","['252.0', '90.75', '1']","['320.25', '134.25', '0']","['305.25', '128.25', '1']","['307.5', '171.0', '0']","['294.75', '171.0', '1']","['306.0', '209.25', '1']","['326.25', '206.25', '1']",7
"['337.3333333333333', '50.0', '1']","['370.66666666666663', '83.33333333333333', '1']","['323.3333333333333', '87.33333333333333', '1']","['388.0', '133.33333333333331', '1']","['306.0', '139.33333333333331', '1']","['342.66666666666663', '135.33333333333331', '0']","['314.0', '156.66666666666666', '1']","['378.0', '167.33333333333331', '1']","['335.3333333333333', '168.66666666666666', '1']","['341.3333333333333', '228.0', '1']","['296.66666666666663', '232.66666666666666', '1']","['370.0', '263.3333333333333', '0']","['329.3333333333333', '268.66666666666663', '0']",7
"['202.5', '108.0', '1']","['183.75', '133.5', '1']","['207.0', '132.0', '0']","['177.0', '161.25', '1']","['206.25', '156.75', '0']","['197.25', '179.25', '1']","['211.5', '159.0', '1']","['180.75', '183.0', '1']","['194.25', '174.75', '0']","['185.25', '221.25', '1']","['198.0', '222.0', '1']","['168.0', '263.25', '1']","['177.75', '257.25', '1']",7
"['222.54950495049505', '106.26237623762377', '1']","['210.51980198019803', '126.98019801980199', '1']","['237.25247524752476', '124.97524752475248', '1']","['213.1930693069307', '147.6980198019802', '1']","['238.5891089108911', '142.35148514851485', '1']","['219.20792079207922', '168.41584158415841', '1']","['238.5891089108911', '158.3910891089109', '1']","['213.86138613861388', '158.3910891089109', '0']","['234.5792079207921', '159.05940594059408', '0']","['215.86633663366337', '186.46039603960398', '1']","['233.24257425742576', '185.12376237623764', '1']","['219.8762376237624', '210.51980198019803', '1']","['228.5643564356436', '212.52475247524754', '1']",11
"['193.33333333333331', '112.0', '1']","['221.33333333333331', '128.66666666666666', '1']","['188.0', '142.0', '1']","['249.33333333333331', '159.33333333333331', '0']","['188.66666666666666', '176.66666666666666', '1']","['272.0', '179.33333333333331', '0']","['184.0', '199.33333333333331', '1']","['232.0', '175.33333333333331', '1']","['208.66666666666666', '182.66666666666666', '1']","['240.66666666666666', '222.66666666666666', '1']","['204.0', '228.0', '1']","['244.66666666666666', '260.66666666666663', '1']","['198.66666666666666', '261.3333333333333', '1']",11
"['259.5', '159.75', '1']","['275.25', '175.5', '1']","['243.0', '183.75', '1']","['281.25', '212.25', '1']","['240.75', '212.25', '1']","['282.0', '227.25', '0']","['232.5', '240.0', '1']","['273.75', '235.5', '1']","['249.75', '226.5', '1']","['264.0', '276.0', '1']","['239.25', '274.5', '1']","['267.75', '316.5', '1']","['229.5', '312.75', '1']",11
"['73.60000000000001', '126.4', '1']","['59.2', '155.20000000000002', '1']","['56.800000000000004', '148.0', '0']","['69.60000000000001', '182.4', '1']","['80.0', '177.60000000000002', '0']","['86.4', '204.0', '1']","['64.0', '217.60000000000002', '0']","['37.6', '206.4', '1']","['61.6', '205.60000000000002', '0']","['39.2', '254.4', '1']","['61.6', '248.0', '1']","['36.0', '300.8', '1']","['72.8', '280.0', '1']",11
"['240.75', '142.5', '1']","['239.25', '164.25', '1']","['228.0', '161.25', '0']","['245.25', '192.75', '1']","['246.0', '190.5', '0']","['252.0', '210.0', '1']","['260.25', '204.75', '0']","['204.75', '209.25', '1']","['219.75', '221.25', '0']","['204.75', '254.25', '1']","['224.25', '240.75', '1']","['186.75', '298.5', '1']","['225.0', '279.0', '1']",11
"['150.26086956521738', '151.30434782608694', '1']","['122.08695652173913', '170.08695652173913', '1']","['166.95652173913044', '178.43478260869566', '1']","['127.30434782608695', '210.78260869565216', '1']","['164.8695652173913', '206.6086956521739', '1']","['132.52173913043478', '227.47826086956522', '1']","['164.8695652173913', '240.0', '1']","['137.7391304347826', '230.6086956521739', '1']","['155.47826086956522', '221.2173913043478', '1']","['135.65217391304347', '270.2608695652174', '1']","['156.52173913043478', '261.9130434782609', '1']","['144.0', '301.5652173913043', '1']","['156.52173913043478', '309.9130434782609', '1']",11
"['340.5', '162.0', '1']","['328.5', '181.5', '1']","['364.5', '180.75', '1']","['321.0', '204.0', '1']","['351.0', '210.0', '1']","['309.0', '223.5', '1']","['327.0', '227.25', '1']","['342.75', '230.25', '1']","['367.5', '228.0', '1']","['332.25', '270.0', '1']","['370.5', '264.0', '1']","['318.75', '306.0', '1']","['371.25', '299.25', '1']",11
"['389.3333333333333', '127.33333333333333', '1']","['399.3333333333333', '139.33333333333331', '1']","['382.66666666666663', '146.0', '1']","['382.66666666666663', '156.66666666666666', '0']","['376.0', '158.0', '1']","['383.3333333333333', '160.0', '1']","['369.3333333333333', '168.0', '1']","['410.66666666666663', '170.0', '0']","['394.0', '170.66666666666666', '1']","['385.3333333333333', '190.0', '0']","['393.3333333333333', '196.66666666666666', '1']","['384.0', '213.33333333333331', '1']","['402.66666666666663', '218.66666666666666', '1']",11
"['79.5', '180.0', '1']","['63.75', '187.5', '1']","['81.75', '196.5', '1']","['48.75', '195.75', '1']","['83.25', '208.5', '1']","['50.25', '210.75', '1']","['97.5', '223.5', '1']","['57.0', '225.0', '1']","['75.75', '223.5', '1']","['63.0', '246.0', '1']","['80.25', '241.5', '1']","['56.25', '267.75', '1']","['78.0', '261.0', '1']",11
"['180.0', '132.0', '1']","['168.0', '146.25', '1']","['187.5', '152.25', '1']","['160.5', '165.0', '1']","['186.0', '176.25', '1']","['165.0', '180.0', '1']","['180.0', '187.5', '1']","['171.0', '181.5', '0']","['185.25', '174.75', '0']","['165.0', '208.5', '0']","['177.0', '207.0', '1']","['170.25', '231.0', '0']","['180.75', '231.75', '1']",11
"['212.66666666666666', '48.666666666666664', '1']","['254.66666666666666', '91.33333333333333', '0']","['217.33333333333331', '78.66666666666666', '1']","['200.66666666666666', '101.33333333333333', '1']","['206.66666666666666', '110.66666666666666', '1']","['180.0', '116.66666666666666', '1']","['180.66666666666666', '120.66666666666666', '1']","['263.3333333333333', '121.33333333333333', '0']","['241.33333333333331', '122.0', '1']","['230.66666666666666', '177.33333333333331', '1']","['218.66666666666666', '174.0', '1']","['246.0', '210.66666666666666', '1']","['200.66666666666666', '211.33333333333331', '1']",11
"['230.66666666666666', '98.0', '1']","['222.0', '111.33333333333333', '1']","['241.33333333333331', '114.0', '1']","['212.66666666666666', '126.0', '0']","['233.33333333333331', '130.0', '1']","['207.33333333333331', '139.33333333333331', '0']","['216.66666666666666', '133.33333333333331', '1']","['215.33333333333331', '150.0', '0']","['244.0', '156.0', '1']","['208.0', '176.66666666666666', '0']","['234.66666666666666', '177.33333333333331', '1']","['251.33333333333331', '206.0', '1']","['230.0', '207.33333333333331', '1']",11
"['228.0', '173.25', '1']","['216.75', '190.5', '1']","['241.5', '186.75', '1']","['215.25', '210.0', '1']","['238.5', '206.25', '0']","['222.0', '219.0', '1']","['242.25', '207.0', '1']","['226.5', '225.75', '1']","['245.25', '225.0', '1']","['228.0', '259.5', '1']","['238.5', '262.5', '1']","['229.5', '284.25', '0']","['235.5', '291.0', '1']",11
"['217', '76', '1']","['239', '108', '1']","['199', '108', '1']","['243', '151', '1']","['207', '48', '0']","['241', '165', '1']","['207', '27', '0']","['230', '181', '1']","['191', '176', '1']","['222', '236', '1']","['201', '227', '1']","['192', '283', '1']","['213', '270', '0']",11
"['322.66666666666663', '122.66666666666666', '1']","['326.66666666666663', '136.66666666666666', '1']","['312.0', '134.0', '0']","['330.66666666666663', '159.33333333333331', '1']","['315.3333333333333', '131.33333333333331', '0']","['333.3333333333333', '166.0', '1']","['328.66666666666663', '157.33333333333331', '0']","['311.3333333333333', '164.66666666666666', '1']","['300.0', '164.0', '1']","['308.66666666666663', '193.33333333333331', '1']","['317.3333333333333', '196.0', '0']","['304.66666666666663', '220.66666666666666', '1']","['312.0', '214.66666666666666', '1']",11
"['194.66666666666666', '106.66666666666666', '1']","['179.33333333333331', '125.33333333333333', '1']","['204.66666666666666', '128.0', '1']","['175.33333333333331', '148.0', '1']","['202.66666666666666', '150.0', '1']","['179.33333333333331', '165.33333333333331', '1']","['197.33333333333331', '168.0', '1']","['176.66666666666666', '161.33333333333331', '1']","['198.66666666666666', '164.0', '1']","['181.33333333333331', '199.33333333333331', '1']","['195.33333333333331', '196.0', '1']","['184.0', '230.0', '1']","['198.0', '233.33333333333331', '1']",11
"['276.0', '112.66666666666666', '1']","['285.3333333333333', '124.0', '0']","['271.3333333333333', '130.66666666666666', '1']","['258.0', '120.66666666666666', '0']","['266.66666666666663', '164.66666666666666', '1']","['278.0', '178.0', '1']","['264.0', '180.66666666666666', '1']","['300.66666666666663', '139.33333333333331', '0']","['297.3333333333333', '167.33333333333331', '1']","['280.0', '196.0', '0']","['293.3333333333333', '213.33333333333331', '1']","['282.0', '236.0', '1']","['313.3333333333333', '248.0', '1']",11
